Gene Symbol	Entrez ID	Uniprot ID	Ensembl ID	DOID	Source	Disease Name	DOID Source
ALAS2	212	P22557	ENSG00000158578	DOID:0060063	HPO	X-linked sideroblastic anemia	Xref -> MeSH
LMNA	4000	A0A6Q8PFJ0	ENSG00000160789	DOID:9003205	HPO	Heart-Hand Syndrome, Slovenian Type	Xref -> OMIM
TMEM231	79583	A0A087WW60	ENSG00000205084	None	HPO	None	None
COL3A1	1281	P02461	ENSG00000168542	DOID:14756	HPO	vascular type Ehlers-Danlos syndrome	Xref -> OMIM
DIABLO	56616	F5GX50	ENSG00000184047	DOID:0110585	HPO	autosomal dominant nonsyndromic deafness 64	Xref -> OMIM
LAMC2	3918	Q13753	ENSG00000058085	DOID:0060737	HPO	junctional epidermolysis bullosa Herlitz type	Xref -> OMIM
MLH3	27030	Q9UHC1	ENSG00000119684	DOID:1380	HPO	endometrial cancer	Xref -> OMIM
MRPS2	51116	Q9Y399	ENSG00000122140	DOID:0111482	HPO	combined oxidative phosphorylation deficiency 36	Xref -> OMIM
ATP6V1B1	525	A0A097NUG1	ENSG00000116039	DOID:9000683	HPO	Distal Renal Tubular Acidosis 2 with Progressive Nerve Deafness	Xref -> OMIM
EGR2	1959	A0A0S2Z3U4	ENSG00000122877	DOID:0110150	HPO	Charcot-Marie-Tooth disease type 1D	Xref -> OMIM
FBLN5	10516	Q9UBX5	ENSG00000140092	DOID:9007916	HPO	Age Related Macular Degeneration 3	Xref -> OMIM
CEP290	80184	A0A6Q8PEZ6	ENSG00000198707	DOID:0070118	HPO	Meckel syndrome 4	Xref -> OMIM
TMTC3	160418	F8VR71	ENSG00000139324	None	HPO	None	None
OPN1SW	611	Q0PJU0	ENSG00000128617	DOID:11661	HPO	Tritanopia	Xref -> UMLS
PALB2	79728	I3L1Z5	ENSG00000083093	None	HPO	None	None
SMARCD2	6603	J3QQL7	ENSG00000108604	DOID:9006809	HPO	Specific Granule Deficiency 2	Xref -> OMIM
ZMYND11	10771	Q5UGI2	ENSG00000015171	None	HPO	None	None
CHST14	113189	H0YN65	ENSG00000169105	DOID:0080736	HPO	Ehlers-Danlos syndrome musculocontractural type 1	Xref -> OMIM
PANX1	24145	Q96RD7	ENSG00000110218	DOID:9007456	HPO	Female infertility due to oocyte meiotic arrest	Xref -> OMIM
PIK3CA	5290	C9JAM9	ENSG00000121879	DOID:684	HPO	hepatocellular carcinoma	Xref -> OMIM
HABP2	3026	Q8IWX2	ENSG00000148702	DOID:9007597	HPO	Thyroid Cancer, Nonmedullary, 5	Xref -> OMIM
FGFR1	2260	A0A3B3ISD1	ENSG00000077782	DOID:9007632	HPO	Encephalocraniocutaneous lipomatosis	Xref -> MeSH
HARS1	3035	A0A6Q8PHQ0	ENSG00000170445	DOID:0110842	HPO	Usher syndrome type 3B	Xref -> OMIM
CRKL	1399	P46109	ENSG00000099942	None	HPO	None	None
FLNA	2316	F8WE98	ENSG00000196924	DOID:0111783	HPO	otopalatodigital syndrome type 1	Xref -> OMIM
TTN	7273	H7C1P9	ENSG00000155657	DOID:9006785	HPO	Early-Onset Myopathy with Fatal Cardiomyopathy	Xref -> OMIM
NDUFAF2	91942	Q8N183	ENSG00000164182	DOID:3652	HPO	Leigh syndrome with leukodystrophy	Xref -> OMIM
DRD2	1813	A0A024R3C5	ENSG00000149295	DOID:0090033	HPO	Myoclonus-dystonia syndrome	Xref -> MeSH
TUBGCP2	10844	F2Z2B9	ENSG00000130640	DOID:9007846	HPO	PACHYGYRIA, MICROCEPHALY, DEVELOPMENTAL DELAY, AND DYSMORPHIC FACIES, WITH OR WITHOUT SEIZURES	Xref -> OMIM
NRL	4901	P54845	ENSG00000129535	DOID:0110397	HPO	retinitis pigmentosa 27	Xref -> OMIM
PKP2	5318	Q99959	ENSG00000057294	DOID:0110077	HPO	arrhythmogenic right ventricular dysplasia 9	Xref -> OMIM
ELP1	8518	A0A6Q8PH48	ENSG00000070061	DOID:0050902	HPO	medulloblastoma	Xref -> OMIM
DPYD	1806	Q12882	ENSG00000188641	DOID:14218	HPO	Dihydropyrimidine dehydrogenase deficiency	Xref -> UMLS
RIPOR2	9750	B7Z6U4	ENSG00000111913	DOID:0110551	HPO	autosomal dominant nonsyndromic deafness 21	Xref -> OMIM
PRKG2	5593	B7ZA25	ENSG00000138669	DOID:9002830	HPO	Spondylometaphyseal Dysplasia Pagnamenta Type	Xref -> OMIM
FGF8	2253	P55075	ENSG00000107831	DOID:0090086	HPO	hypogonadotropic hypogonadism 6 with or without anosmia	Xref -> OMIM
NDUFS4	4724	A0A0S2Z433	ENSG00000164258	DOID:0112074	HPO	nuclear type mitochondrial complex I deficiency 1	Xref -> OMIM
SPTLC2	9517	O15270	ENSG00000100596	DOID:0070157	HPO	hereditary sensory and autonomic neuropathy type 1C	Xref -> OMIM
ZMYND15	84225	Q9H091	ENSG00000141497	DOID:0070179	HPO	spermatogenic failure 14	Xref -> OMIM
PEX2	5828	P28328	ENSG00000164751	DOID:0080480	HPO	peroxisome biogenesis disorder 5A	Xref -> OMIM
FKBP10	60681	H0Y827	ENSG00000141756	DOID:9007227	HPO	Bruck Syndrome 1	Xref -> OMIM
HOGA1	112817	H7BY76	ENSG00000241935	DOID:0111672	HPO	primary hyperoxaluria type 3	Xref -> OMIM
LOX	4015	B0AZT2	ENSG00000113083	DOID:9000442	HPO	Familial Thoracic Aortic Aneurysm 10	Xref -> OMIM
TTI2	80185	E5RIH5	ENSG00000129696	DOID:0060308	HPO	Autosomal recessive non-syndromic intellectual disability	Xref -> OMIM
MEOX1	4222	P50221	ENSG00000005102	None	HPO	None	None
FUS	2521	A0A823ADP9	ENSG00000089280	None	HPO	None	None
C2CD3	26005	H7C288	ENSG00000168014	DOID:9002841	HPO	Orofaciodigital Syndrome XIV	Xref -> OMIM
KLHL40	131377	Q2TBA0	ENSG00000157119	DOID:0110930	HPO	nemaline myopathy 8	Xref -> OMIM
DMRT3	58524	Q9NQL9	ENSG00000064218	None	HPO	None	None
BDP1	55814	A6H8Y1	ENSG00000274803	DOID:0111637	HPO	autosomal recessive nonsyndromic deafness 112	Xref -> OMIM
RAG1	5896	A0A6F7R8J6	ENSG00000166349	DOID:0060010	HPO	Omenn syndrome	Xref -> GARD
PALLD	23022	F8WA26	ENSG00000129116	DOID:1793	HPO	pancreatic cancer	Xref -> OMIM
MED13	9969	J3QRB7	ENSG00000108510	DOID:9005864	HPO	Autosomal Dominant Mental Retardation 61	Xref -> OMIM
STOX1	219736	Q6ZVD7	ENSG00000165730	DOID:9008239	HPO	Preeclampsia/Eclampsia 4	Xref -> OMIM
COL7A1	1294	B0LXL0	ENSG00000114270	DOID:0060642	HPO	Recessive dystrophic epidermolysis bullosa inversa	Xref -> OMIM
HCN4	10021	Q9Y3Q4	ENSG00000138622	DOID:9002486	HPO	Idiopathic Generalized Epilepsy 18	Xref -> OMIM
DMXL2	23312	L8ECF9	ENSG00000104093	DOID:0080267	HPO	autosomal dominant nonsyndromic deafness 71	Xref -> OMIM
PPP3CA	5530	A0A0S2Z4C6	ENSG00000138814	DOID:0080472	HPO	developmental and epileptic encephalopathy 91	Xref -> OMIM
ACTB	60	A0A6Q8PH58	ENSG00000075624	DOID:9000174	HPO	Becker nevus syndrome	DiseaseName -> Frozenset
GFPT1	2673	A0A6I8PRT6	ENSG00000198380	DOID:0110660	HPO	congenital myasthenic syndrome 12	Xref -> OMIM
CTNNB1	1499	P35222	ENSG00000168036	DOID:0070049	HPO	autosomal dominant non-syndromic intellectual disability 19	Xref -> OMIM
PLPBP	11212	E5RG77	ENSG00000147471	DOID:0080768	HPO	Pyridoxine-dependent epilepsy	Xref -> MeSH
PTCHD1	139411	X5DNX9	ENSG00000165186	None	HPO	None	None
ALOX12B	242	A0A3B3IRK2	ENSG00000179477	DOID:0060655	HPO	Self-improving collodion baby	Xref -> OMIM
PEX26	55670	A0A0S2Z5M7	ENSG00000215193	DOID:0080482	HPO	peroxisome biogenesis disorder 7A	Xref -> OMIM
PEX1	5189	A0A0C4DG33	ENSG00000127980	None	HPO	None	None
CBL	867	A0A0U1RRJ5	ENSG00000110395	DOID:0050458	HPO	juvenile myelomonocytic leukemia	Xref -> OMIM
TUBGCP6	85378	Q96RT7	ENSG00000128159	DOID:0080105	HPO	microcephaly and chorioretinopathy 1	Xref -> OMIM
PALB2	79728	I3L1Z5	ENSG00000083093	DOID:1612	HPO	breast cancer	Xref -> OMIM
MATN3	4148	O15232	ENSG00000132031	DOID:8398	HPO	osteoarthritis	Xref -> OMIM
BLOC1S6	26258	H3BRA4	ENSG00000104164	DOID:0060547	HPO	Hermansky-Pudlak syndrome 9	Xref -> OMIM
ALG9	79796	H0YF48	ENSG00000086848	DOID:0080564	HPO	congenital disorder of glycosylation Il	Xref -> OMIM
BUD23	114049	F8WD87	ENSG00000071462	None	HPO	None	None
RGS9	8787	E9PD91	ENSG00000108370	DOID:0050335	HPO	Bradyopsia	Xref -> GARD
ABCB6	10058	A0A1D9ITY9	ENSG00000115657	DOID:9002999	HPO	Isolated Microphthalmia with Coloboma 7	Xref -> OMIM
CFHR1	3078	B1AKG0	ENSG00000244414	DOID:0080301	HPO	atypical hemolytic-uremic syndrome	Xref -> OMIM
OPLAH	26873	A0A087WY99	ENSG00000178814	DOID:9006099	HPO	5-Oxoprolinase Deficiency	Xref -> OMIM
AFF4	27125	Q9UHB7	ENSG00000072364	DOID:9006799	HPO	CHOPS Syndrome	Xref -> OMIM
PDX1	3651	P52945	ENSG00000139515	DOID:0111103	HPO	maturity-onset diabetes of the young type 4	Xref -> OMIM
TG	7038	H0YBJ2	ENSG00000042832	DOID:0112187	HPO	thyroid dyshormonogenesis 3	Xref -> OMIM
IL2RA	3559	Q5W006	ENSG00000134460	DOID:0111968	HPO	immunodeficiency 41	Xref -> OMIM
TECTA	7007	A0A2R8YGQ5	ENSG00000109927	DOID:0110544	HPO	autosomal dominant nonsyndromic deafness 12	Xref -> OMIM
VARS2	57176	A2ABL6	ENSG00000236178	DOID:0111478	HPO	combined oxidative phosphorylation deficiency 20	Xref -> OMIM
SLITRK1	114798	Q96PX8	ENSG00000178235	DOID:11119	HPO	Gilles de la Tourette syndrome	Xref -> OMIM
ZIC2	7546	O95409	ENSG00000043355	None	HPO	None	None
PEX26	55670	A0A0S2Z5M7	ENSG00000215193	DOID:9002413	HPO	Peroxisome Biogenesis Disorder 7B	Xref -> OMIM
C1QTNF5	114902	A0A024R3F8	ENSG00000223953	DOID:0060869	HPO	Late-onset retinal degeneration	Xref -> GARD
SPRY4	81848	A0A0C4DFS6	ENSG00000187678	None	HPO	None	None
GJA1	2697	P17302	ENSG00000152661	DOID:9004641	HPO	Oculodentodigital Dysplasia, Autosomal Recessive	Xref -> OMIM
HKDC1	80201	Q2TB90	ENSG00000156510	DOID:9003467	HPO	Retinitis Pigmentosa 92	Xref -> OMIM
DNMT1	1786	A0A7I2YQA8	ENSG00000130816	DOID:0050968	HPO	autosomal dominant cerebellar ataxia, deafness and narcolepsy	Xref -> OMIM
TRAF3	7187	A0A024R6N1	ENSG00000131323	DOID:9009070	HPO	Herpes simplex virus encephalitis	Xref -> OMIM
SLC25A4	291	P12235	ENSG00000151729	DOID:0111521	HPO	Autosomal dominant progressive external ophthalmoplegia	Xref -> OMIM
INSR	3643	M0R3E6	ENSG00000171105	DOID:0050470	HPO	Donohue syndrome	Xref -> OMIM
CRBN	51185	Q96SW2	ENSG00000113851	DOID:0060308	HPO	Autosomal recessive non-syndromic intellectual disability	Xref -> OMIM
OTOF	9381	A0A2U3TZT7	ENSG00000115155	DOID:0110535	HPO	autosomal recessive nonsyndromic deafness 9	Xref -> OMIM
GPR143	4935	A0A5J6CXM9	ENSG00000101850	DOID:9005467	HPO	X-linked recessive ocular albinism	Xref -> MeSH
BEAN1	146227	A0A087WTF9	ENSG00000166546	DOID:0050980	HPO	Spinocerebellar ataxia type 31	Xref -> OMIM
ABCA12	26154	Q86UK0	ENSG00000144452	DOID:0060655	HPO	Congenital non-bullous ichthyosiform erythroderma	Xref -> UMLS
PRKAR1A	5573	B2R5T5	ENSG00000108946	DOID:9007814	HPO	Atrial Myxoma, Familial	Xref -> OMIM
HGSNAT	138050	H0YAZ0	ENSG00000165102	DOID:10584	HPO	Retinitis pigmentosa	Xref -> UMLS
HADH	3033	Q16836	ENSG00000138796	DOID:0070215	HPO	Hyperinsulinism due to short chain 3-hydroxylacyl-CoA dehydrogenase deficiency	Xref -> GARD
SPG7	6687	A0A2R8YDQ1	ENSG00000197912	DOID:0110816	HPO	Spastic paraplegia type 7	Xref -> OMIM
NUP205	23165	U3KQH5	ENSG00000155561	DOID:0080381	HPO	nephrotic syndrome type 13	Xref -> OMIM
IL6	3569	Q75MH2	ENSG00000136244	DOID:8778	HPO	Crohn's disease	Xref -> OMIM
COL9A1	1297	A0A804HIB6	ENSG00000112280	DOID:0070301	HPO	multiple epiphyseal dysplasia 6	Xref -> OMIM
HSPG2	3339	P98160	ENSG00000142798	None	HPO	None	None
MC2R	4158	Q01718	ENSG00000185231	DOID:0080621	HPO	Familial glucocorticoid deficiency	Xref -> OMIM
TENM4	26011	H0YCJ4	ENSG00000149256	DOID:0111432	HPO	essential tremor 5	Xref -> OMIM
HNF4A	3172	B9VVT8	ENSG00000101076	DOID:2018	HPO	Hyperinsulinism due to HNF4A deficiency	DiseaseName -> Frozenset
SYT2	127833	Q8N9I0	ENSG00000143858	DOID:0110659	HPO	congenital myasthenic syndrome 7	Xref -> OMIM
FSCN2	25794	O14926	ENSG00000186765	DOID:10584	HPO	Retinitis pigmentosa	Xref -> UMLS
FGF9	2254	P31371	ENSG00000102678	DOID:0050794	HPO	Multiple synostoses syndrome	Xref -> OMIM
KCNQ2	3785	A0A0D9SGJ7	ENSG00000075043	DOID:0080462	HPO	KCNQ2-related epileptic encephalopathy	Xref -> OMIM
TAF6	6878	E5RHA1	ENSG00000106290	DOID:9004446	HPO	Alazami-Yuan Syndrome	Xref -> OMIM
PEX19	5824	A0A0S2Z497	ENSG00000162735	DOID:905	HPO	Zellweger syndrome	Xref -> UMLS
RDH12	145226	A0A0S2Z5W8	ENSG00000139988	DOID:10584	HPO	Retinitis pigmentosa	Xref -> UMLS
PKHD1	5314	L0R5C3	ENSG00000170927	None	HPO	None	None
IRF9	10379	Q00978	ENSG00000213928	DOID:0111978	HPO	immunodeficiency 65	Xref -> OMIM
SLC25A13	10165	R4GN64	ENSG00000004864	DOID:1852	HPO	Neonatal intrahepatic cholestasis due to citrin deficiency	Xref -> GARD
PTHLH	5744	P12272	ENSG00000087494	DOID:0110976	HPO	brachydactyly type E2	Xref -> OMIM
CCN6	8838	G3V0J1	ENSG00000112761	DOID:0090004	HPO	progressive pseudorheumatoid arthropathy of childhood	Xref -> OMIM
MRTFA	57591	A0A494BZX7	ENSG00000196588	DOID:0111998	HPO	immunodeficiency 66	Xref -> OMIM
RSPRY1	89970	H3BQG6	ENSG00000159579	None	HPO	None	None
CLCN3	1182	D6RIX3	ENSG00000109572	DOID:9005415	HPO	NEURODEVELOPMENTAL DISORDER WITH HYPOTONIA AND BRAIN ABNORMALITIES	Xref -> OMIM
ATL3	25923	Q6DD88	ENSG00000184743	DOID:0070154	HPO	hereditary sensory neuropathy type 1F	Xref -> OMIM
AMACR	23600	V9GZ45	ENSG00000242110	DOID:0060602	HPO	alpha-methylacyl-CoA racemase deficiency	Xref -> OMIM
NELFA	7469	Q9H3P2	ENSG00000185049	None	HPO	None	None
STAT1	6772	A0A669KBA4	ENSG00000115415	DOID:2058	HPO	Autoimmune enteropathy and endocrinopathy-susceptibility to chronic infections syndrome	Xref -> OMIM
ANKRD11	29123	A0A2R8Y438	ENSG00000167522	DOID:14780	HPO	KBG syndrome	Xref -> OMIM
PRKACA	5566	A0A7I2V5J4	ENSG00000072062	DOID:0060280	HPO	Primary pigmented nodular adrenocortical disease	Xref -> OMIM
TWIST1	7291	H7BY00	ENSG00000122691	DOID:0080538	HPO	Sweeney-Cox syndrome	Xref -> OMIM
TNFRSF11B	4982	O00300	ENSG00000164761	None	HPO	None	None
GNAO1	2775	P09471	ENSG00000087258	DOID:0112276	HPO	neurodevelopmental disorder with involuntary movements	Xref -> OMIM
DOCK2	1794	Q92608	ENSG00000134516	DOID:0111951	HPO	immunodeficiency 40	Xref -> OMIM
VRK1	7443	Q99986	ENSG00000100749	DOID:0060265	HPO	pontocerebellar hypoplasia type 1A	Xref -> OMIM
AMHR2	269	Q16671	ENSG00000135409	DOID:0050791	HPO	persistent Mullerian duct syndrome	Xref -> OMIM
MID2	11043	Q9UJV3	ENSG00000080561	None	HPO	None	None
CASP10	843	A0A0S2Z3G5	ENSG00000003400	DOID:0110115	HPO	autoimmune lymphoproliferative syndrome type 2A	Xref -> OMIM
PROK2	60675	Q9HC23	ENSG00000163421	DOID:0090077	HPO	hypogonadotropic hypogonadism 4 with or without anosmia	Xref -> OMIM
CRYGC	1420	A0A0X8GLL6	ENSG00000163254	DOID:0110235	HPO	cataract 2 multiple types	Xref -> OMIM
DPAGT1	1798	A0A1W2PQD1	ENSG00000172269	DOID:0110676	HPO	congenital myasthenic syndrome 13	Xref -> OMIM
TNNI3K	51086	H0YCE9	ENSG00000116783	DOID:9000652	HPO	Cardiac Conduction Disease with or without Dilated Cardiomyopathy	Xref -> OMIM
NKX6-2	84504	Q9C056	ENSG00000148826	DOID:0080252	HPO	spastic ataxia 8	Xref -> OMIM
MED13L	23389	A0A3B3IS46	ENSG00000123066	None	HPO	None	None
SDHAF1	644096	A6NFY7	ENSG00000205138	DOID:9008405	HPO	Mitochondrial Complex II Deficiency Nuclear Type 2	Xref -> OMIM
PEX10	5192	A0A024R068	ENSG00000157911	DOID:0080481	HPO	peroxisome biogenesis disorder 6A	Xref -> OMIM
COL9A3	1299	Q4VXW1	ENSG00000092758	DOID:0070305	HPO	Multiple epiphyseal dysplasia due to collagen 9 anomaly	DiseaseName -> Frozenset
NPR2	4882	H7C056	ENSG00000159899	None	HPO	None	None
NDUFAF6	137682	H0YBT9	ENSG00000156170	DOID:0080761	HPO	Fanconi renotubular syndrome 5	Xref -> OMIM
CAV3	859	P56539	ENSG00000182533	DOID:0110307	HPO	hypertrophic cardiomyopathy 1	Xref -> OMIM
ITPR1	3708	A0A3B3IRP0	ENSG00000150995	DOID:0050978	HPO	Spinocerebellar ataxia type 29	Xref -> OMIM
MEN1	4221	C9DZM4	ENSG00000133895	DOID:9006084	HPO	Pituitary gigantism	Xref -> MeSH
CDT1	81620	H3BSY1	ENSG00000167513	DOID:0080515	HPO	Meier-Gorlin syndrome 4	Xref -> OMIM
FOXI1	2299	E0XEY9	ENSG00000168269	None	HPO	None	None
ALOX5AP	241	A0A087WW23	ENSG00000132965	DOID:3526	HPO	cerebral infarction	Xref -> OMIM
KDF1	126695	Q8NAX2	ENSG00000175707	DOID:0111652	HPO	ectodermal dysplasia 12	Xref -> OMIM
MATR3	9782	D6RBS2	ENSG00000015479	DOID:0060212	HPO	amyotrophic lateral sclerosis type 21	Xref -> OMIM
TMC6	11322	K7ENM6	ENSG00000141524	DOID:9004020	HPO	Epidermodysplasia Verruciformis 1	Xref -> OMIM
PRPH2	5961	P23942	ENSG00000112619	DOID:11105	HPO	fundus albipunctatus	Xref -> OMIM
BSCL2	26580	A0A804HJW1	ENSG00000168000	DOID:9007902	HPO	Progressive Encephalopathy, with or without Lipodystrophy	Xref -> OMIM
TONSL	4796	A0A087X1F6	ENSG00000160949	DOID:5684	HPO	SPONASTRIME dysplasia	Xref -> OMIM
SETBP1	26040	A0A2R8YH59	ENSG00000152217	DOID:0060307	HPO	Intellectual disability-expressive aphasia-facial dysmorphism syndrome	Xref -> OMIM
SCN5A	6331	A3EY18	ENSG00000183873	DOID:0080662	HPO	Atrial standstill	DiseaseName -> Frozenset
HNF1A	6927	E0YMK3	ENSG00000135100	DOID:0111366	HPO	familial hepatic adenoma	Xref -> OMIM
HOXA13	3209	I6N936	ENSG00000106031	None	HPO	None	None
ECE1	1889	A1PUP8	ENSG00000117298	DOID:9001782	HPO	Hirschsprung Disease, Cardiac Defects, and Autonomic Dysfunction	Xref -> OMIM
ACTL6A	86	C9JQT2	ENSG00000136518	DOID:0060307	HPO	Non-specific syndromic intellectual disability	Xref -> OMIM
SLC6A20	54716	C9JIN6	ENSG00000163817	DOID:0112265	HPO	Iminoglycinuria	Xref -> MeSH
UQCRFS1	7386	P47985	ENSG00000169021	DOID:9000693	HPO	Mitochondrial Complex III Deficiency Nuclear Type 10	Xref -> OMIM
TRNP	4571	Q6NT89	ENSG00000253368	DOID:310	HPO	MERRF	Xref -> UMLS
IL6	3569	Q75MH2	ENSG00000136244	DOID:8632	HPO	Kaposi's sarcoma	Xref -> OMIM
PROKR2	128674	Q8NFJ6	ENSG00000101292	DOID:0090092	HPO	hypogonadotropic hypogonadism 3 with or without anosmia	Xref -> OMIM
C1S	716	F5H7T4	ENSG00000182326	DOID:9006194	HPO	Complement Component C1s Deficiency	Xref -> OMIM
RHAG	6005	A0A7D4WXE7	ENSG00000112077	DOID:0111562	HPO	overhydrated hereditary stomatocytosis	Xref -> OMIM
AGXT	189	A2V838	ENSG00000172482	DOID:0111670	HPO	primary hyperoxaluria type 1	Xref -> OMIM
RGS9	8787	E9PD91	ENSG00000108370	DOID:0050335	HPO	bradyopsia	Xref -> OMIM
TARS1	6897	D6RCA5	ENSG00000113407	DOID:0111870	HPO	nonphotosensitive trichothiodystrophy 7	Xref -> OMIM
CHD1	1105	H0Y8V4	ENSG00000153922	DOID:9008136	HPO	Pilarowski-Bjornsson Syndrome	Xref -> OMIM
PAX4	5078	Q3KNR4	ENSG00000106331	DOID:0050524	HPO	MODY	Xref -> GARD
PTPN2	5771	K7EIE9	ENSG00000175354	DOID:676	HPO	Rheumatoid factor-negative polyarticular juvenile idiopathic arthritis	DiseaseName -> Typesense, 50%
STEAP3	55240	A1P3F0	ENSG00000115107	DOID:0050642	HPO	Severe congenital hypochromic anemia with ringed sideroblasts	Xref -> OMIM
IFNGR2	3460	A0A0G2JLE8	ENSG00000159128	DOID:0111995	HPO	immunodeficiency 28	Xref -> OMIM
SLX4	84464	Q8IY92	ENSG00000188827	DOID:0111092	HPO	Fanconi anemia complementation group P	Xref -> OMIM
LHX4	89884	Q969G2	ENSG00000121454	DOID:9406	HPO	Combined pituitary hormone deficiencies, genetic forms	Xref -> OMIM
RNF170	81790	E9PP55	ENSG00000120925	DOID:0112345	HPO	hereditary spastic paraplegia 85	Xref -> OMIM
COX5A	9377	P20674	ENSG00000178741	DOID:9004621	HPO	Mitochondrial Complex IV Deficiency, Nuclear Type 20	Xref -> OMIM
RPS4Y2	140032	Q8TD47	ENSG00000280969	DOID:0070187	HPO	Y-linked spermatogenic failure 2	Xref -> OMIM
EVC2	132884	Q4W5B1	ENSG00000268614	DOID:0111571	HPO	Weyers acrofacial dysostosis	Xref -> OMIM
HBB	3043	Q9UBV6	ENSG00000244734	DOID:0080770	HPO	autosomal dominant  beta thalassemia	Xref -> OMIM
DHX37	57647	Q8IY37	ENSG00000150990	DOID:9008502	HPO	Anorchia	Xref -> OMIM
NIN	51199	E9PJH9	ENSG00000100503	None	HPO	None	None
ZNF711	7552	Q6PK66	ENSG00000147180	DOID:0112046	HPO	non-syndromic X-linked intellectual disability 97	Xref -> OMIM
FLNB	2317	E7EN95	ENSG00000136068	DOID:0090116	HPO	spondylocarpotarsal synostosis syndrome	Xref -> OMIM
NDUFA12	55967	A0A804HHX9	ENSG00000184752	DOID:0112087	HPO	nuclear type mitochondrial complex I deficiency 23	Xref -> OMIM
VWA3B	200403	H0YF54	ENSG00000168658	DOID:0111614	HPO	autosomal recessive spinocerebellar ataxia 22	Xref -> OMIM
COL4A4	1286	A0A804HI86	ENSG00000081052	DOID:0111365	HPO	benign familial hematuria	Xref -> OMIM
FGFR2	2263	A0A1B0GYP7	ENSG00000066468	DOID:9000967	HPO	Scaphocephaly, Maxillary Retrusion, and Mental Retardation	Xref -> OMIM
KCND3	3752	A6QL42	ENSG00000171385	DOID:0050970	HPO	spinocerebellar ataxia type 19/22	Xref -> OMIM
UBAP1	51271	A0A0D9SG79	ENSG00000165006	DOID:0112341	HPO	hereditary spastic paraplegia 80	Xref -> OMIM
DNAJC6	9829	O75061	ENSG00000116675	DOID:0060368	HPO	Young-onset Parkinson disease	DiseaseName -> Frozenset
MYH3	4621	P11055	ENSG00000109063	None	HPO	None	None
NOTCH2	4853	A0A1W2PQQ5	ENSG00000134250	DOID:2736	HPO	Hajdu-Cheney syndrome	Xref -> OMIM
IL17RC	84818	F6X4Z5	ENSG00000163702	DOID:2058	HPO	Chronic mucocutaneous candidiasis	Xref -> UMLS
NSUN3	63899	F8WF52	ENSG00000178694	DOID:0112112	HPO	combined oxidative phosphorylation deficiency 48	Xref -> OMIM
AARS1	16	A0A6Q8PHJ2	ENSG00000090861	DOID:9002363	HPO	Nonphotosensitive Trichothiodystrophy 8	Xref -> OMIM
CACNA1F	778	O60840	ENSG00000102001	DOID:0050572	HPO	Cone rod dystrophy	Xref -> GARD
KLLN	100144748	B2CW77	ENSG00000227268	DOID:0081000	HPO	Cowden syndrome 4	Xref -> OMIM
FLNB	2317	E7EN95	ENSG00000136068	DOID:9001383	HPO	Atelosteogenesis Type 1	Xref -> OMIM
AP5Z1	9907	A0A3B3IRY2	ENSG00000242802	DOID:0110800	HPO	Autosomal recessive spastic paraplegia type 48	Xref -> OMIM
MTHFS	10588	H3BN04	ENSG00000136371	DOID:9000512	HPO	Neurodevelopmental Disorder with Microcephaly, Epilepsy, and Hypomyelination	Xref -> OMIM
POLG	5428	A0A0D9SFM1	ENSG00000140521	DOID:0080123	HPO	mitochondrial DNA depletion syndrome 4b	Xref -> OMIM
LRRC8A	56262	A0A024R892	ENSG00000136802	None	HPO	None	None
LZTR1	8216	A0A2R8Y7K3	ENSG00000099949	None	HPO	None	None
SCAPER	49855	H3BQF3	ENSG00000140386	DOID:9001917	HPO	INTELLECTUAL DEVELOPMENTAL DISORDER AND RETINITIS PIGMENTOSA	Xref -> OMIM
LPIN1	23175	A0A0A0MS66	ENSG00000134324	DOID:0080108	HPO	Genetic recurrent myoglobinuria	Xref -> OMIM
CST6	1474	Q6IBD2	ENSG00000160213	DOID:0111651	HPO	ectodermal dysplasia 15	Xref -> OMIM
EVC	2121	Q5U3C2	ENSG00000072840	DOID:0111571	HPO	Weyers acrofacial dysostosis	Xref -> OMIM
CNNM2	54805	Q9H8M5	ENSG00000148842	DOID:9005063	HPO	HYPOMAGNESEMIA, SEIZURES, AND INTELLECTUAL DISABILITY 1	Xref -> OMIM
RASA1	5921	A0A024RAL2	ENSG00000145715	DOID:9008640	HPO	Capillary Malformation-Arteriovenous Malformation 1	Xref -> OMIM
APOE	348	E9PEV4	ENSG00000130203	DOID:0110040	HPO	Alzheimer's disease 4	Xref -> OMIM
FGF10	2255	O15520	ENSG00000070193	DOID:0050331	HPO	LADD syndrome	Xref -> OMIM
POLE	5426	D3DXI9	ENSG00000177084	DOID:9000282	HPO	IMAGEI Syndrome	Xref -> OMIM
NCAPD3	23310	E9PJM8	ENSG00000151503	DOID:9009172	HPO	Primary Autosomal Recessive Microcephaly 22	Xref -> OMIM
C9ORF72	203228	Q96LT7	ENSG00000147894	DOID:9003713	HPO	Frontotemporal dementia with motor neuron disease	DiseaseName -> Frozenset
EDNRB	1910	A0A024R645	ENSG00000136160	DOID:9258	HPO	Waardenburg-Shah syndrome	Xref -> UMLS
CD247	919	B2LYR2	ENSG00000198821	DOID:676	HPO	Rheumatoid factor-negative polyarticular juvenile idiopathic arthritis	DiseaseName -> Typesense, 50%
GP1BA	2811	A0A193AUJ5	ENSG00000185245	DOID:2217	HPO	Bernard-Soulier syndrome	Xref -> OMIM
